,source,target,weight
4263,685,1581,1
4264,697,1273,3
4265,830,918,3
4266,830,172,1
4267,830,1463,2
4268,830,1108,12
4269,830,374,1
4270,830,1388,3
4271,830,1276,6
4272,830,683,1
4273,830,1057,51
4274,830,669,2
4275,830,1861,4
4276,830,1265,2
4277,830,783,3
4278,830,1838,1
4279,830,584,1
4280,830,1331,3
4281,830,564,1
4282,830,1742,2
4283,830,32,7
4284,830,1182,1
4285,830,1761,1
4286,464,1546,1
4287,1346,1581,2
4288,1775,822,1
4289,420,1581,2
4290,1669,507,1
4291,1669,1816,4
4292,389,1641,2
4293,389,1662,4
4294,389,632,1
4295,389,1162,1
4296,389,1469,1
4297,389,752,2
4298,389,1708,1
4299,389,1090,1
4300,389,730,1
4301,389,783,2
4302,389,431,1
4303,389,1850,2
4304,389,381,1
4305,389,585,1
4306,389,144,1
4307,389,1742,3
4308,389,1182,2
4309,1800,1742,1
4310,1800,1581,2
4311,675,233,1
4312,821,1546,1
4313,910,822,1
4314,910,1546,2
4315,910,840,1
4316,910,419,3
4317,910,687,1
4318,760,822,1
4319,760,1859,1
4320,760,276,1
4321,579,579,10
4322,11,918,4
4323,11,1662,5
4324,11,1469,1
4325,11,1090,1
4326,11,475,2
4327,11,431,2
4328,11,1547,2
4329,11,1331,5
4330,11,1742,10
4331,1499,1072,75
4332,1499,1273,26
4333,1499,1551,2
4334,1499,146,2
4335,1499,76,4
4336,1499,1642,2
4337,1499,1546,1
4338,1499,649,1
4339,1499,531,6
4340,1499,475,4
4341,1499,419,1
4342,1499,1191,1
4343,1499,534,1
4344,1499,1890,2
4345,1499,507,5
4346,1499,1742,6
4347,1499,660,1
4348,505,822,2
4349,562,190,1
4350,562,1703,1
4351,562,1742,1
4352,610,1191,1
4353,1890,1641,4
4354,1890,587,3
4355,1890,822,10
4356,1890,304,1
4357,1890,146,7
4358,1890,1546,18
4359,1890,227,1
4360,1890,1321,2
4361,1890,649,2
4362,1890,638,1
4363,1890,1397,3
4364,1890,138,1
4365,1890,419,29
4366,1890,1191,4
4367,1890,799,1
4368,1890,1616,1
4369,1890,1819,20
4370,1890,54,10
4371,1890,1181,5
4372,1890,660,3
4373,1890,1319,1
4374,749,1546,1
4375,1602,1581,8
4376,1147,1546,1
4377,56,912,2
4378,583,918,2
4379,583,1162,2
4380,583,475,2
4381,583,140,2
4382,583,1742,2
4383,787,1546,1
4384,1743,1581,2
4385,1333,419,1
4386,127,1742,3
4387,878,822,9
4388,240,1273,1
4389,950,1546,1
4390,327,1546,1
4391,1734,1581,2
4392,297,1546,1
4393,1243,228,1
4394,75,1581,3
4395,600,228,2
4396,1703,1827,6
4397,1703,97,4
4398,1703,1641,1
4399,1703,918,12
4400,1703,143,3
4401,1703,1459,1
4402,1703,1601,1
4403,1703,637,1
4404,1703,1376,2
4405,1703,1162,41
4406,1703,497,1
4407,1703,544,2
4408,1703,1708,7
4409,1703,1225,3
4410,1703,323,11
4411,1703,1205,1
4412,1703,764,1
4413,1703,1468,15
4414,1703,1506,2
4415,1703,1409,1
4416,1703,1184,1
4417,1703,500,1
4418,1703,1265,1
4419,1703,190,8
4420,1703,423,4
4421,1703,1838,2
4422,1703,1102,2
4423,1703,475,4
4424,1703,1766,4
4425,1703,1331,37
4426,1703,1742,64
4427,1703,1627,3
4428,1703,1224,1
4429,1703,533,2
4430,1703,88,1
4431,1703,203,1
4432,1703,1206,1
4433,1703,1761,2
4434,1391,1,1
4435,1391,1391,8
4436,1058,228,2
4437,1128,1742,1
4438,1359,1742,1
4439,1315,1742,1
4440,377,257,1
4441,927,1469,1
4442,927,423,1
4443,927,1742,2
4444,244,1072,22
4445,1461,1858,1
4446,1461,86,1
4447,1461,611,1
4448,1461,43,1
4449,1461,544,2
4450,1461,1108,14
4451,1461,374,1
4452,1461,1388,1
4453,1461,1276,13
4454,1461,1057,39
4455,1461,669,1
4456,1461,1265,2
4457,1461,1182,1
4458,1461,1145,3
4459,1461,1761,2
4460,140,731,1
4461,140,1157,1
4462,140,475,1
4463,140,1742,1
4464,140,1581,2
4465,392,228,4
4466,1200,544,1
4467,1200,1581,1
4468,995,923,4
4469,995,1005,1
4470,995,952,1
4471,995,1636,2
4472,2,822,1
4473,1405,1273,2
4474,1405,507,1
4475,67,1742,1
4476,1293,1546,5
4477,1293,1293,5
4478,381,1827,1
4479,381,1641,9
4480,381,918,5
4481,381,1662,3
4482,381,1860,2
4483,381,1122,1
4484,381,1162,6
4485,381,544,5
4486,381,185,2
4487,381,1759,1
4488,381,1640,2
4489,381,1546,1
4490,381,620,1
4491,381,282,1
4492,381,764,10
4493,381,1468,1
4494,381,500,2
4495,381,390,2
4496,381,190,4
4497,381,423,4
4498,381,538,1
4499,381,475,2
4500,381,431,1
4501,381,419,2
4502,381,381,5
4503,381,1643,5
4504,381,112,1
4505,381,144,2
4506,381,1742,38
4507,381,1355,8
4508,381,79,3
4509,381,335,5
4510,381,1182,3
4511,381,996,1
4512,381,1591,2
4513,381,1773,1
4514,739,1546,9
4515,1116,1546,1
4516,536,1101,1
4517,1887,507,4
4518,507,1408,1
4519,507,737,1
4520,507,1709,1
4521,507,419,2
4522,507,1512,1
4523,507,565,1
4524,507,890,1
4525,664,457,1
4526,664,1,14
4527,664,1742,1
4528,837,1546,1
4529,733,1273,1
4530,306,228,4
4531,306,507,2
4532,306,1576,1
4533,480,480,4
4534,941,419,5
4535,810,507,2
4536,1643,1827,3
4537,1643,1641,2
4538,1643,918,3
4539,1643,1662,3
4540,1643,1162,1
4541,1643,544,1
4542,1643,29,7
4543,1643,282,2
4544,1643,843,1
4545,1643,1468,1
4546,1643,84,1
4547,1643,500,1
4548,1643,1265,1
4549,1643,475,1
4550,1643,431,3
4551,1643,381,5
4552,1643,1643,4
4553,1643,20,1
4554,1643,1742,8
4555,180,1546,1
4556,260,1742,1
4557,1140,1387,2
4558,1140,1744,1
4559,1140,1191,1
4560,1729,1072,2
4561,700,539,1
4562,700,323,1
4563,700,1331,1
4564,700,1742,4
4565,585,929,1
4566,585,431,1
4567,627,1387,2
4568,627,822,1
4569,627,1816,1
4570,214,1162,2
4571,214,212,6
4572,214,1742,15
4573,1648,1742,2
4574,62,1546,1
4575,1568,1191,2
4576,1568,1556,1
4577,1245,1546,1
4578,173,1072,1
4579,173,1816,1
4580,1517,1546,1
4581,115,912,3
4582,115,1726,1
4583,861,1748,1
4584,861,419,6
4585,318,544,1
4586,318,683,1
4587,318,1057,7
4588,318,1861,1
4589,318,1838,1
4590,1261,432,2
4591,665,1273,1
4592,178,212,1
4593,789,1546,1
4594,1612,1072,1
4595,1612,1546,4
4596,1612,419,2
4597,1074,228,1
4598,913,419,2
4599,1392,1331,1
4600,1392,1742,8
4601,1392,1779,8
4602,1365,228,1
4603,566,507,1
4604,992,419,3
4605,1373,1273,2
4606,1344,1742,2
4607,321,1742,3
4608,1309,764,1
4609,1203,1843,1
4610,1631,1072,23
4611,1357,1766,1
4612,597,507,2
4613,1549,1546,2
4614,572,380,1
4615,572,1742,2
4616,1742,867,3
4617,1742,161,1
4618,1742,1840,1
4619,1742,1827,86
4620,1742,1826,1
4621,1742,263,13
4622,1742,1442,1
4623,1742,1380,1
4624,1742,1384,6
4625,1742,1110,3
4626,1742,1624,36
4627,1742,288,5
4628,1742,97,4
4629,1742,1064,2
4630,1742,1641,74
4631,1742,641,1
4632,1742,882,1
4633,1742,379,1
4634,1742,358,2
4635,1742,918,197
4636,1742,586,1
4637,1742,1045,1
4638,1742,53,7
4639,1742,298,1
4640,1742,678,7
4641,1742,622,1
4642,1742,814,1
4643,1742,246,1
4644,1742,1251,2
4645,1742,1362,1
4646,1742,435,2
4647,1742,1662,12
4648,1742,1746,2
4649,1742,143,6
4650,1742,389,3
4651,1742,149,2
4652,1742,1313,2
4653,1742,894,5
4654,1742,1459,5
4655,1742,595,1
4656,1742,1778,6
4657,1742,1381,3
4658,1742,380,30
4659,1742,1463,3
4660,1742,1523,1
4661,1742,1411,2
4662,1742,417,1
4663,1742,1601,2
4664,1742,725,1
4665,1742,313,1
4666,1742,1062,3
4667,1742,951,2
4668,1742,23,2
4669,1742,1113,3
4670,1742,979,2
4671,1742,1565,7
4672,1742,1294,1
4673,1742,632,1
4674,1742,1851,3
4675,1742,509,6
4676,1742,637,5
4677,1742,428,1
4678,1742,90,1
4679,1742,1122,5
4680,1742,1376,3
4681,1742,1386,1
4682,1742,1162,345
4683,1742,497,7
4684,1742,26,2
4685,1742,1220,1
4686,1742,352,3
4687,1742,21,1
4688,1742,1558,2
4689,1742,544,59
4690,1742,825,1
4691,1742,1221,3
4692,1742,1865,1
4693,1742,1252,1
4694,1742,1042,1
4695,1742,624,1
4696,1742,1358,1
4697,1742,1497,1
4698,1742,185,2
4699,1742,855,2
4700,1742,383,1
4701,1742,609,5
4702,1742,1564,1
4703,1742,304,23
4704,1742,1079,4
4705,1742,1017,1
4706,1742,1759,1
4707,1742,1469,26
4708,1742,539,3
4709,1742,154,3
4710,1742,73,1
4711,1742,1440,1
4712,1742,233,1
4713,1742,343,1
4714,1742,573,3
4715,1742,1393,1
4716,1742,1426,2
4717,1742,1640,5
4718,1742,1371,1
4719,1742,1796,5
4720,1742,1433,6
4721,1742,1677,1
4722,1742,885,1
4723,1742,1388,5
4724,1742,767,18
4725,1742,863,2
4726,1742,1104,1
4727,1742,752,5
4728,1742,498,10
4729,1742,1173,13
4730,1742,516,1
4731,1742,198,5
4732,1742,1302,1
4733,1742,1006,1
4734,1742,71,1
4735,1742,1546,5
4736,1742,1708,37
4737,1742,1047,1
4738,1742,620,3
4739,1742,1539,2
4740,1742,831,1
4741,1742,1723,1
4742,1742,1684,2
4743,1742,323,86
4744,1742,808,1
4745,1742,590,2
4746,1742,425,1
4747,1742,29,14
4748,1742,804,2
4749,1742,372,2
4750,1742,1370,1
4751,1742,843,1
4752,1742,1189,3
4753,1742,1678,1
4754,1742,847,1
4755,1742,1321,1
4756,1742,871,1
4757,1742,634,3
4758,1742,1524,1
4759,1742,1874,1
4760,1742,219,1
4761,1742,1090,2
4762,1742,33,1
4763,1742,639,1
4764,1742,764,54
4765,1742,476,4
4766,1742,13,1
4767,1742,1034,4
4768,1742,1125,1
4769,1742,1468,74
4770,1742,1003,2
4771,1742,1586,1
4772,1742,1449,2
4773,1742,1875,1
4774,1742,1053,1
4775,1742,642,1
4776,1742,1506,3
4777,1742,691,6
4778,1742,1791,1
4779,1742,865,2
4780,1742,1136,1
4781,1742,1057,41
4782,1742,1105,1
4783,1742,239,2
4784,1742,857,3
4785,1742,524,1
4786,1742,650,2
4787,1742,1246,1
4788,1742,84,4
4789,1742,1409,25
4790,1742,1713,1
4791,1742,681,1
4792,1742,1453,1
4793,1742,1375,1
4794,1742,1448,1
4795,1742,1717,1
4796,1742,355,2
4797,1742,1861,64
4798,1742,510,2
4799,1742,553,1
4800,1742,730,1
4801,1742,500,9
4802,1742,1258,1
4803,1742,390,3
4804,1742,797,2
4805,1742,1265,21
4806,1742,190,70
4807,1742,1397,5
4808,1742,1615,4
4809,1742,423,14
4810,1742,538,4
4811,1742,783,27
4812,1742,1838,33
4813,1742,1211,7
4814,1742,1561,2
4815,1742,87,1
4816,1742,1190,1
4817,1742,613,2
4818,1742,475,80
4819,1742,431,14
4820,1742,1847,1
4821,1742,784,7
4822,1742,419,2
4823,1742,677,1
4824,1742,281,4
4825,1742,1180,1
4826,1742,815,1
4827,1742,12,1
4828,1742,45,4
4829,1742,1850,34
4830,1742,766,1
4831,1742,339,9
4832,1742,1766,48
4833,1742,1547,10
4834,1742,1331,140
4835,1742,1770,1
4836,1742,1172,2
4837,1742,666,1
4838,1742,1160,1
4839,1742,671,1
4840,1742,1557,6
4841,1742,774,5
4842,1742,1699,3
4843,1742,489,3
4844,1742,1474,1
4845,1742,612,2
4846,1742,1464,1
4847,1742,1201,3
4848,1742,445,2
4849,1742,736,1
4850,1742,670,1
4851,1742,794,4
4852,1742,823,1
4853,1742,349,3
4854,1742,1737,1
4855,1742,1066,1
4856,1742,389,3
4857,1742,1800,1
4858,1742,11,7
4859,1742,1664,1
4860,1742,562,3
4861,1742,1554,1
4862,1742,19,17
4863,1742,127,1
4864,1742,408,3
4865,1742,481,1
4866,1742,520,1
4867,1742,1703,85
4868,1742,1359,1
4869,1742,1315,1
4870,1742,927,1
4871,1742,545,1
4872,1742,67,1
4873,1742,381,43
4874,1742,664,1
4875,1742,751,1
4876,1742,1643,4
4877,1742,938,4
4878,1742,700,3
4879,1742,214,14
4880,1742,176,3
4881,1742,467,2
4882,1742,1648,1
4883,1742,833,1
4884,1742,1650,1
4885,1742,112,3
4886,1742,1048,1
4887,1742,1297,2
4888,1742,1392,3
4889,1742,144,14
4890,1742,1430,2
4891,1742,321,3
4892,1742,1357,1
4893,1742,1259,1
4894,1742,572,2
4895,1742,1742,149
4896,1742,933,1
4897,1742,197,1
4898,1742,32,1
4899,1742,1627,1
4900,1742,1224,10
4901,1742,1355,2
4902,1742,1236,2
4903,1742,165,4
4904,1742,311,1
4905,1742,79,10
4906,1742,791,1
4907,1742,658,1
4908,1742,141,1
4909,1742,533,1
4910,1742,1712,2
4911,1742,447,1
4912,1742,1091,2
4913,1742,9,1
4914,1742,22,4
4915,1742,335,7
4916,1742,1688,9
4917,1742,1793,1
4918,1742,1182,36
4919,1742,410,1
4920,1742,319,11
4921,1742,756,2
4922,1742,577,2
4923,1742,203,11
4924,1742,274,2
4925,1742,1427,1
4926,1742,1605,1
4927,1742,866,1
4928,1742,1012,2
4929,1742,484,9
4930,1742,1425,1
4931,1742,147,2
4932,1742,996,1
4933,1742,406,1
4934,1742,1589,3
4935,1742,645,3
4936,1742,984,1
4937,1742,1432,2
4938,1742,1761,6
4939,1742,896,1
4940,1742,502,1
4941,1742,1410,2
4942,1742,317,2
4943,1742,1485,2
4944,1742,118,1
4945,1742,1773,6
4946,1742,175,4
4947,1742,1283,1
4948,460,1581,1
4949,1611,1760,1
4950,1611,1866,1
4951,1611,49,1
4952,1611,694,1
4953,1611,1744,1
4954,1611,1191,1
4955,704,1707,3
4956,704,446,3
4957,704,744,3
4958,704,507,3
4959,704,1028,2
4960,1114,1546,1
4961,1086,1483,3
4962,1086,1744,3
4963,1086,1816,1
4964,895,1581,2
4965,32,1858,1
4966,32,1463,7
4967,32,1343,1
4968,32,23,1
4969,32,1162,2
4970,32,1108,12
4971,32,374,1
4972,32,862,1
4973,32,1276,1
4974,32,1723,1
4975,32,683,1
4976,32,1057,97
4977,32,1105,2
4978,32,1855,2
4979,32,1861,3
4980,32,783,7
4981,32,1838,1
4982,32,584,2
4983,32,1766,5
4984,32,564,2
4985,32,830,3
4986,32,1742,1
4987,32,203,1
4988,32,1653,1
4989,1272,1191,3
4990,1272,1816,1
4991,113,1546,2
4992,113,113,2
4993,1224,1827,3
4994,1224,918,2
4995,1224,1662,9
4996,1224,1162,8
4997,1224,1806,1
4998,1224,1546,12
4999,1224,1708,1
5000,1224,1468,6
5001,1224,1710,3
5002,1224,84,9
5003,1224,1397,9
5004,1224,431,9
5005,1224,1766,1
5006,1224,1331,1
5007,1224,1703,4
5008,1224,292,9
5009,1224,1742,20
5010,1224,1224,1
5011,1224,203,1
5012,780,419,1
5013,1181,332,2
5014,1181,80,1
5015,1181,1641,3
5016,1181,676,9
5017,1181,1314,1
5018,1181,803,1
5019,1181,587,6
5020,1181,1621,2
5021,1181,942,1
5022,1181,257,2
5023,1181,35,1
5024,1181,342,2
5025,1181,822,7
5026,1181,304,3
5027,1181,1290,1
5028,1181,146,9
5029,1181,1426,1
5030,1181,1433,7
5031,1181,1584,1
5032,1181,1546,63
5033,1181,271,1
5034,1181,1468,2
5035,1181,649,6
5036,1181,192,1
5037,1181,1103,1
5038,1181,638,11
5039,1181,1117,1
5040,1181,1207,1
5041,1181,1510,2
5042,1181,1500,2
5043,1181,419,59
5044,1181,954,1
5045,1181,1191,18
5046,1181,1423,2
5047,1181,1850,3
5048,1181,799,4
5049,1181,442,1
5050,1181,91,2
5051,1181,1763,2
5052,1181,1890,10
5053,1181,1502,1
5054,1181,54,24
5055,1181,1181,15
5056,1181,660,3
5057,1181,1174,1
5058,1181,1655,1
5059,1181,183,2
5060,1181,617,1
5061,1181,1749,2
5062,1181,1773,1
5063,1779,1641,1
5064,1779,918,1
5065,1779,348,2
5066,1779,1162,2
5067,1779,1118,2
5068,1779,323,3
5069,1779,425,1
5070,1779,14,3
5071,1779,1468,1
5072,1779,1279,1
5073,1779,190,2
5074,1779,1850,1
5075,1779,1392,6
5076,1779,1742,11
5077,1779,1182,1
5078,1352,1191,1
5079,371,419,1
5080,1651,419,8
5081,1651,660,3
5082,906,1072,19
5083,906,1273,4
5084,906,507,24
5085,79,1641,4
5086,79,1860,1
5087,79,1162,3
5088,79,323,5
5089,79,14,1
5090,79,764,4
5091,79,190,2
5092,79,1703,1
5093,79,1742,11
5094,79,1446,8
5095,79,1581,1
5096,78,1576,1
5097,1470,1546,2
5098,1260,1072,1
5099,1260,1735,1
5100,1260,649,1
5101,1260,399,1
5102,1260,419,2
5103,266,1581,1
5104,660,676,1
5105,660,587,3
5106,660,143,1
5107,660,754,5
5108,660,819,5
5109,660,257,1
5110,660,822,4
5111,660,1546,10
5112,660,1368,5
5113,660,1468,2
5114,660,258,5
5115,660,1820,1
5116,660,192,11
5117,660,1744,1
5118,660,1510,1
5119,660,1500,1
5120,660,134,5
5121,660,419,32
5122,660,1191,9
5123,660,852,1
5124,660,799,2
5125,660,1683,2
5126,660,910,2
5127,660,1890,1
5128,660,1181,1
5129,660,1651,6
5130,660,183,9
5131,660,272,7
5132,660,1773,6
5133,362,1273,2
5134,1620,1546,3
5135,1161,1072,2
5136,1213,1273,1
5137,1751,1581,1
5138,1305,822,1
5139,141,764,1
5140,141,1742,1
5141,141,792,1
5142,254,254,6
5143,864,1581,1
5144,1753,1273,1
5145,958,1546,1
5146,1712,1162,2
5147,1712,1742,2
5148,447,1742,1
5149,447,1581,1
5150,1195,86,4
5151,1195,1727,1
5152,1195,43,6
5153,1195,544,1
5154,1195,1108,8
5155,1195,374,5
5156,1195,1276,2
5157,1195,1057,36
5158,1195,669,1
5159,1195,1861,2
5160,1195,783,1
5161,1195,1331,2
5162,1195,564,2
5163,1195,1742,2
5164,1195,1195,16
5165,1195,1182,2
5166,1195,1145,2
5167,522,1101,1
5168,1526,822,1
5169,1007,1744,6
5170,1007,1191,4
5171,753,257,1
5172,753,753,1
5173,41,525,1
5174,1024,1742,4
5175,1610,108,25
5176,9,1742,1
5177,1889,1273,1
5178,935,1072,1
5179,935,1816,1
5180,1416,1581,1
5181,560,1816,4
5182,22,918,1
5183,22,1540,1
5184,22,29,4
5185,22,764,1
5186,22,681,2
5187,22,475,2
5188,22,398,5
5189,22,489,1
5190,22,1742,3
5191,22,1182,4
5192,22,1432,1
5193,494,507,2
5194,335,1641,1
5195,335,1162,1
5196,335,475,1
5197,335,419,1
5198,335,381,1
5199,335,1742,2
5200,335,1355,4
5201,387,1459,2
5202,387,475,3
5203,1738,1,4
5204,1738,1738,5
5205,1793,1641,1
5206,1793,497,2
5207,1793,1057,1
5208,1793,190,5
5209,1793,423,1
5210,1793,1742,2
5211,1182,1827,27
5212,1182,1858,1
5213,1182,1624,8
5214,1182,929,2
5215,1182,918,48
5216,1182,380,7
5217,1182,1162,44
5218,1182,544,1
5219,1182,1108,4
5220,1182,374,1
5221,1182,1388,1
5222,1182,752,2
5223,1182,498,1
5224,1182,1173,1
5225,1182,1276,2
5226,1182,683,1
5227,1182,764,7
5228,1182,1468,2
5229,1182,1057,151
5230,1182,1409,3
5231,1182,681,1
5232,1182,669,1
5233,1182,1861,13
5234,1182,783,1
5235,1182,1838,5
5236,1182,1211,2
5237,1182,475,9
5238,1182,45,2
5239,1182,1766,12
5240,1182,1331,6
5241,1182,489,1
5242,1182,830,1
5243,1182,19,14
5244,1182,1461,3
5245,1182,381,2
5246,1182,1643,1
5247,1182,1742,63
5248,1182,32,2
5249,1182,1355,4
5250,1182,1195,1
5251,1182,269,2
5252,1182,22,4
5253,1182,319,1
5254,1182,203,1
5255,1182,1761,5
5256,410,764,1
5257,410,1742,3
5258,396,419,2
5259,256,1057,1
5260,963,963,1
5261,1682,1273,2
5262,432,1546,2
5263,432,72,1
5264,432,1261,1
5265,432,1268,1
5266,432,1773,2
5267,925,257,1
5268,925,507,1
5269,925,1050,1
5270,1797,1576,3
5271,320,1581,30
5272,756,1742,3
5273,690,1641,2
5274,299,1576,1
5275,299,1816,1
5276,577,1641,11
5277,577,918,2
5278,577,678,3
5279,577,1162,5
5280,577,304,3
5281,577,323,3
5282,577,1468,1
5283,577,190,4
5284,577,783,2
5285,577,419,2
5286,577,1850,6
5287,577,774,1
5288,577,964,2
5289,577,381,1
5290,577,1742,17
5291,1040,1433,1
5292,1040,1546,2
5293,1235,1,1
5294,1366,1157,1
5295,1366,398,1
5296,835,1742,2
5297,1758,1742,1
5298,1548,912,1
5299,203,1827,13
5300,203,1064,27
5301,203,918,23
5302,203,1808,7
5303,203,380,1
5304,203,1727,1
5305,203,1162,24
5306,203,544,7
5307,203,374,1
5308,203,498,1
5309,203,1173,1
5310,203,1723,2
5311,203,865,2
5312,203,1057,15
5313,203,1409,2
5314,203,1861,19
5315,203,1265,5
5316,203,783,2
5317,203,1838,5
5318,203,475,6
5319,203,1850,1
5320,203,1766,71
5321,203,1331,1
5322,203,1347,2
5323,203,774,20
5324,203,1703,3
5325,203,144,1
5326,203,1742,17
5327,203,165,1
5328,203,1182,4
5329,274,918,2
5330,274,1742,2
5331,274,1182,2
5332,1452,1581,1
5333,1288,1288,4
5334,919,228,2
5335,919,822,2
5336,1427,1331,1
5337,1427,1742,2
5338,1209,1546,1
5339,16,912,6
5340,1605,1641,3
5341,1605,1662,3
5342,1605,389,1
5343,1605,1034,1
5344,1605,1468,1
5345,1605,783,1
5346,1605,1838,1
5347,1605,431,2
5348,1605,1850,3
5349,1605,389,1
5350,1605,1297,1
5351,1605,1742,4
5352,980,228,1
5353,1270,1581,28
5354,866,1742,1
5355,1012,1619,1
5356,1012,1581,2
5357,484,1577,2
5358,484,553,1
5359,484,475,2
5360,484,1331,4
5361,484,1742,12
5362,484,1361,1
5363,48,1178,1
5364,48,1544,1
5365,1465,1817,15
5366,1274,1546,1
5367,1425,323,1
5368,1817,1817,55
5369,147,1742,2
5370,57,1816,1
5371,1846,1072,7
5372,1069,228,1
5373,1281,419,11
5374,491,822,1
5375,491,1744,2
5376,247,247,52
5377,169,419,1
5378,722,419,1
5379,722,416,1
5380,1471,228,2
5381,324,419,1
5382,1389,1581,1
5383,1581,1827,7
5384,1581,263,2
5385,1581,1384,2
5386,1581,97,1
5387,1581,1641,6
5388,1581,918,10
5389,1581,678,2
5390,1581,1251,1
5391,1581,1662,1
5392,1581,280,1
5393,1581,380,2
5394,1581,1634,1
5395,1581,348,6
5396,1581,1162,17
5397,1581,424,1
5398,1581,497,1
5399,1581,1194,2
5400,1581,544,4
5401,1581,304,1
5402,1581,1469,5
5403,1581,1796,1
5404,1581,767,2
5405,1581,1150,2
5406,1581,323,1
5407,1581,14,1
5408,1581,764,2
5409,1581,1468,1
5410,1581,1562,1
5411,1581,84,1
5412,1581,1861,7
5413,1581,510,2
5414,1581,978,3
5415,1581,500,2
5416,1581,1265,3
5417,1581,190,4
5418,1581,423,1
5419,1581,783,2
5420,1581,1838,3
5421,1581,475,7
5422,1581,431,1
5423,1581,45,1
5424,1581,1850,1
5425,1581,127,1
5426,1581,926,1
5427,1581,1703,3
5428,1581,381,3
5429,1581,334,4
5430,1581,1643,1
5431,1581,214,1
5432,1581,1344,1
5433,1581,1792,1
5434,1581,79,1
5435,1581,335,1
5436,1581,577,1
5437,1581,484,1
5438,1581,1589,1
5439,1581,1794,1
5440,1785,1407,1
5441,1785,1072,6
5442,1785,419,1
5443,1520,1273,54
5444,406,1742,1
5445,128,638,1
5446,1589,1162,2
5447,1589,1742,1
5448,1589,1581,2
5449,1050,257,1
5450,1145,1057,16
5451,402,1546,1
5452,1107,1273,1
5453,1107,1749,1
5454,414,1546,1
5455,456,1546,2
5456,781,228,1
5457,781,799,1
5458,121,1581,1
5459,647,228,1
5460,870,338,1
5461,1807,649,1
5462,541,1162,2
5463,1591,419,1
5464,1591,381,1
5465,1591,1446,1
5466,101,1057,2
5467,272,1546,2
5468,272,419,4
5469,272,1683,2
5470,272,660,5
5471,1761,1827,2
5472,1761,86,1
5473,1761,1064,6
5474,1761,918,19
5475,1761,380,2
5476,1761,1162,13
5477,1761,544,6
5478,1761,1108,2
5479,1761,1388,1
5480,1761,498,1
5481,1761,1874,1
5482,1761,865,1
5483,1761,1057,138
5484,1761,1409,4
5485,1761,1713,1
5486,1761,1855,1
5487,1761,1861,11
5488,1761,1265,1
5489,1761,783,10
5490,1761,1838,9
5491,1761,475,5
5492,1761,1766,48
5493,1761,1331,1
5494,1761,774,7
5495,1761,1742,6
5496,1761,32,1
5497,1761,1182,2
5498,465,1072,1
5499,1653,86,2
5500,1653,918,1
5501,1653,1727,2
5502,1653,611,6
5503,1653,43,1
5504,1653,544,1
5505,1653,1108,11
5506,1653,374,1
5507,1653,1388,3
5508,1653,1057,38
5509,1653,1105,3
5510,1653,423,1
5511,1653,1838,4
5512,1653,1331,5
5513,1653,1742,1
5514,1653,32,2
5515,1653,1182,3
5516,1653,1145,1
5517,1653,1761,2
5518,1257,1546,1
5519,1223,228,1
5520,1185,1072,1
5521,1185,1273,1
5522,1185,419,2
5523,409,257,3
5524,409,1301,1
5525,409,1510,1
5526,896,1675,1
5527,896,1742,1
5528,501,1162,1
5529,501,1742,1
5530,391,822,8
5531,502,1742,3
5532,805,1581,1
5533,1630,1273,1
5534,856,1742,1
5535,27,228,1
5536,27,1546,2
5537,1234,1072,1
5538,1726,912,6
5539,1749,587,2
5540,1749,1273,2
5541,1749,1546,45
5542,1749,1034,2
5543,1749,1103,2
5544,1749,638,1
5545,1749,419,16
5546,1749,1181,2
5547,1749,1319,1
5548,1424,503,1
5549,1424,1191,2
5550,1649,363,1
5551,1649,1388,1
5552,1649,731,1
5553,463,1072,31
5554,463,228,103
5555,463,822,1
5556,463,507,30
5557,463,1576,21
5558,463,1581,30
5559,463,1816,29
5560,1666,822,1
5561,1666,1555,1
5562,1485,1742,2
5563,643,1576,1
5564,1256,1546,1
5565,792,764,1
5566,792,141,1
5567,1872,1816,4
5568,1869,822,1
5569,1869,1744,4
5570,1869,419,1
5571,1869,1191,7
5572,555,555,2
5573,552,1816,2
5574,1165,1641,1
5575,1165,1662,1
5576,1165,207,1
5577,1165,345,1
5578,1165,1742,1
5579,1067,257,4
5580,444,1773,3
5581,1773,676,2
5582,1773,395,1
5583,1773,1033,1
5584,1773,230,4
5585,1773,1098,4
5586,1773,1317,4
5587,1773,359,4
5588,1773,1072,11
5589,1773,228,9
5590,1773,1387,2
5591,1773,1273,11
5592,1773,936,1
5593,1773,912,9
5594,1773,822,28
5595,1773,304,8
5596,1773,809,2
5597,1773,235,3
5598,1773,1433,2
5599,1773,1546,32
5600,1773,132,1
5601,1773,1029,1
5602,1773,956,2
5603,1773,1780,2
5604,1773,1744,1
5605,1773,531,3
5606,1773,419,1
5607,1773,1191,3
5608,1773,1285,1
5609,1773,1476,7
5610,1773,1261,1
5611,1773,1742,10
5612,1773,432,5
5613,1773,416,1
5614,1773,1208,11
5615,1773,1268,1
5616,1773,366,1
5617,1773,1773,5
5618,1167,1072,1
5619,1167,228,1
5620,631,631,1
5621,1250,1877,3
5622,1250,973,1
5623,1250,301,1
5624,993,228,1
5625,1857,125,1
5626,1857,822,8
5627,1263,1581,1
5628,1070,1072,21
5629,422,1581,1
